arc_start,arc_end,dist_capacity,dist_cost_capital,dist_cost_fixed,dist_cost_variable,dist_flowLimit,dist_h
sanJacinto_dist_pipelineLowPurity,baytown_dist_pipelineLowPurity,1.0,8400000.0,1150.8,0.7000000000000001,999999.0,104.2
sanJacinto_dist_pipelineLowPurity,deerPark_dist_pipelineLowPurity,1.0,10800000.0,1479.6000000000001,0.9,999999.0,670.6
sanJacinto_dist_pipelineLowPurity,laPorte_dist_pipelineLowPurity,1.0,14400000.0,1972.8000000000002,1.2000000000000002,999999.0,0.0
sanJacinto_dist_pipelineLowPurity,sanJacinto_demand_lowPurity,0.0,n/a,n/a,n/a,99999999.9,538.0
sanJacinto_dist_truckLiquefied,deerPark_dist_truckLiquefied,n/a,n/a,n/a,4.59,n/a,390.65
texasCity_demand_lowPurity,texasCity_demandSector_existing,0.0,n/a,n/a,n/a,99999999.9,538.0
texasCity_dist_pipelineLowPurity,chocolateBay_dist_pipelineLowPurity,1.0,38400000.0,5260.8,3.2,999999.0,538.0
texasCity_dist_pipelineLowPurity,laPorte_dist_pipelineLowPurity,1.0,40800000.0,5589.6,3.4000000000000004,999999.0,1850.8
texasCity_dist_pipelineLowPurity,texasCity_demand_lowPurity,0.0,n/a,n/a,n/a,99999999.9,538.0
texasCity_hub_lowPurity,texasCity_dist_pipelineLowPurity,1.0,n/a,n/a,n/a,99999999.9,2926.8
texasCity_production_smrExisting,texasCity_hub_lowPurity,n/a,n/a,n/a,n/a,n/a,2926.8
waco_converter_fuelDispenserLiquid,waco_demand_fuelStation,0.0,n/a,n/a,n/a,99999999.9,50.0
waco_demand_fuelStation,waco_demandSector_transportationFuel,0.0,n/a,n/a,n/a,99999999.9,37.5
waco_demand_fuelStation,waco_demandSector_transportationFuel_carbonSensitive,0.0,n/a,n/a,n/a,99999999.9,12.5
waco_dist_truckLiquefied,waco_converter_fuelDispenserLiquid,n/a,n/a,n/a,n/a,n/a,50.0
